title,release_date,genre,director,duration,imdb_id,country,year
Tracey Breaks the News,2017-06-23T00:00:00Z,,Dominic Brigstocke,,tt9531712,,2017
Cardcaptor Sakura: Clear Card Arc Prologue: Sakura and the Two Bears,2017-09-13T00:00:00Z,,Morio Asaka,27,tt6279576,,2017
Everything Is Fine,2017-07-01T00:00:00Z,,Drew Goddard,,tt5789204,United States,2017
Qui suis-je ?,2017-01-01T00:00:00Z,,,,,,2017
Pink Baby,2017-01-01T00:00:00Z,,Tomokazu Saito,,,,2017
Knock Knock,2017-02-19T00:00:00Z,,,4,tt9259720,South Korea,2017
Live for Now,2017-04-04T00:00:00Z,,,,,,2017
Pintu Berkah,2017-05-22T00:00:00Z,"drama film, religious art",,,tt22499632,Indonesia,2017
You Are Alone in the World,2017-01-17T00:00:00Z,,Victor Argonov,,,,2017
Sewer Blues,2017-01-01T00:00:00Z,,Karl Lemieux,5,tt7319888,Canada,2017
Tokyo Teddy Bear,2017-12-16T00:00:00Z,,,,,,2017
Alien: Covenant – Prologue: The Audi Lunar Quattro,2017-01-01T00:00:00Z,science fiction film,,1.5,,United States,2017
Enchanté,2017-01-01T00:00:00Z,,,,,Belgium,2017
Alien: Covenant – Prologue: Crew Messages,2017-01-01T00:00:00Z,science fiction film,,4,,United States,2017
complex × COMPLEX,2017-02-04T00:00:00Z,,Miyuki Fukuda,24,,Japan,2017
Alien: Covenant – Prologue: She Won’t Go Quietly,2017-01-01T00:00:00Z,science fiction horror film,Luke Scott,1,,United States,2017
Rocket Man,2017-05-22T00:00:00Z,,,,tt8492326,United Kingdom,2017
Despacito,2017-01-12T00:00:00Z,,Carlos Pérez,,tt6837464,Puerto Rico,2017
When History Meows,2017-03-08T00:00:00Z,,,,,,2017
Coolin',2017-02-14T00:00:00Z,,,,tt8272414,United States,2017
Nekopara OVA,2017-12-21T00:00:00Z,"comedy, drama fiction",,58,,Japan,2017
Alien: Covenant – Prologue: Meet Walter,2017-01-01T00:00:00Z,science fiction horror film,Luke Scott,2.5,tt6971180,United States,2017
Alien: Covenant – Prologue: The Crossing,2017-01-01T00:00:00Z,science fiction horror film,Ridley Scott,3,tt6878760,United States,2017
Otome*Domain The Animation,2017-09-29T00:00:00Z,,,,,Japan,2017
Alien: Covenant – Prologue: Last Supper,2017-01-01T00:00:00Z,science fiction film,Luke Scott,5,tt6571148,United States,2017
Drunk Groove,2017-12-29T00:00:00Z,,,,,Russia,2017
Alien: Covenant – Prologue: Advent,2017-01-01T00:00:00Z,science fiction horror film,,7,tt7309938,United States,2017
Beware of Your Tongue,2018-05-17T00:00:00Z,,Mohammad Mohammadian,6,tt10077562,Iran,2018
I Found You,2018-11-02T00:00:00Z,,Jake Schreier,,tt9242788,,2018
Bola Maya,2018-05-17T00:00:00Z,"folk music, traditional folk music",,,tt12631936,Nepal,2018
Domino,2018-02-15T00:00:00Z,,Alex Herron,,,,2018
Levitate,2018-08-08T00:00:00Z,,Andrew Donoho,,tt8814260,,2018
Without Me,2018-10-29T00:00:00Z,,Colin Tilley,,tt9209720,United States,2018
NEKOPARA OVA Extra,2018-07-26T00:00:00Z,"comedy, drama fiction",,,,Japan,2018
Haunted Transylvania 2,2018-09-18T00:00:00Z,"fantasy film, musical film, vampire film, zombie film",,,tt8426828,United States,2018
8 sakavika,2018-03-07T00:00:00Z,pop music,,,,,2018
Boro the Caterpillar,2018-03-21T00:00:00Z,"adventure film, drama film, family film, fantasy film",Hayao Miyazaki,14,tt6572002,Japan,2018
Scooby-Doo! & Batman: The Brave and the Bold,2018-01-09T00:00:00Z,"crossover fiction, fantasy film, mystery film",Jake Castorena,75,tt7578566,United States,2018
My Blood,2018-10-05T00:00:00Z,"electro, trip hop",,4,tt9082228,United States,2018
Now You’re Gone,2018-01-01T00:00:00Z,,,,,Germany,2018
Mind Game,2018-02-16T00:00:00Z,"comedy anime and manga, comedy film",Masaaki Yuasa,103,tt0452039,Japan,2018
Hisset,2018-01-01T00:00:00Z,,,,,Turkey,2018
Pilot,2018-10-16T00:00:00Z,,Liz Friedlander,,tt7587918,United States,2018
Dynasties,2018-11-11T00:00:00Z,,,60,tt9130692,United Kingdom,2018
Better,2018-11-09T00:00:00Z,,,,tt9320112,,2018
Like I Do,2018-02-22T00:00:00Z,,Damian Karsznia,,tt9082184,,2018
Focus on Me,2018-07-20T00:00:00Z,,,,,,2018
Eastside,2018-07-12T00:00:00Z,,Jake Schreier,174,,,2018
Cicek Gibi,2018-01-01T00:00:00Z,,,,tt13659208,,2018
Pilot,2018-04-02T00:00:00Z,,Rob Bowman,,tt6886408,,2018
Nekopara OVA,2018-01-01T00:00:00Z,"comedy, drama fiction",,58,,Japan,2018
A Cruel Angel's Thesis,2018-06-19T00:00:00Z,"J-pop, anime song",,244,,Japan,2018
Lupin the 3rd: Is Lupin Still Burning?,2018-07-26T00:00:00Z,,,27,tt7775410,Japan,2018
Q111969077,2018-01-01T00:00:00Z,,,,,,2018
YouTube Rewind 2018: Everyone Controls Rewind,2018-12-06T00:00:00Z,,,,tt9397902,,2018
Alone,2018-04-06T00:00:00Z,,"Halsey, Hannah Lux Davis",,,,2018
Pill Popper,2018-05-15T00:00:00Z,,,,,,2018
Mask Off,2018-12-04T00:00:00Z,trap music,kyOresu,,,Spain,2018
Diagnoza - Ti,2018-01-01T00:00:00Z,,,,,,2018
A Canım,2018-01-01T00:00:00Z,,,,,,2018
Street Fighting Man (Official Lyric Video),2018-10-03T00:00:00Z,,,197,,,2018
Nos Fuimos Lejos,2018-09-14T00:00:00Z,,,,,United States,2018
Masterpiece,2018-10-19T00:00:00Z,,,,tt13634280,,2018
Hunter × Hunter: Phantom Rouge,2018-02-20T00:00:00Z,,Yūzō Satō,97,tt2918988,Japan,2018
Black Water,2018-09-28T00:00:00Z,,,,,,2018
Who is America? (15 July 2018),2018-07-15T00:00:00Z,political satire,"Dan Mazer, Daniel Gray Longino, Payman Benz, Sacha Baron Cohen, Todd Schulman",28,tt8680674,United States,2018
"Thank U, Next",2018-11-30T00:00:00Z,,Hannah Lux Davis,,tt9364124,United States,2018
Nope Nope Nurses,2018-12-17T00:00:00Z,"eroge, pornographic film, visual novel",,,,Japan,2018
ReLIFE: Final Arc,2018-03-21T00:00:00Z,,,24,,Japan,2018
Q123001412,2018-06-09T00:00:00Z,yuri,Takuya Satō,,,Japan,2018
Q134561520,2018-01-01T00:00:00Z,,Deyan Parouchev,,tt7357322,,2018
Anemone: Eureka Seven Hi-Evolution,2018-11-10T00:00:00Z,,Tomoki Kyoda,,tt9266078,Japan,2018
Real Eroge Situation! The Animation,2018-01-01T00:00:00Z,hentai,,,,Japan,2018
Nos Fuimos Lejos,2018-04-06T00:00:00Z,,,,tt10642462,United States,2018
The One You Know,2018-01-01T00:00:00Z,sludge metal,,,tt8372796,,2018
Ocean,2018-01-01T00:00:00Z,,Damian Karsznia,,,,2018
Uma Musume Pretty Derby BNW's Oath,2018-12-19T00:00:00Z,,,,,Japan,2018
Like A Dog,2018-02-10T00:00:00Z,Chinese new year songs,,,,,2018
"Šuška Se, Šuška",2018-01-13T00:00:00Z,folk-pop,,230,,Serbia,2018
Welcome To The Cum Zone,2018-01-16T00:00:00Z,,OblivionFall After Dark,,,,2018
Waiting for Tomorrow,2018-10-19T00:00:00Z,,Damian Karsznia,,tt10953786,Netherlands,2018
Mirai of the Future,2018-09-06T00:00:00Z,"drama film, time-travel film",Mamoru Hosoda,100,tt6900448,Japan,2018
"Modest Heroes: Ponoc Short Films Theatre, Volume 1",2018-01-01T00:00:00Z,"anthology film, family film","Akihiko Yamashita, Hiromasa Yonebayashi, Yoshiyuki Momose",54,tt8223844,Japan,2018
Penguin Highway,2018-09-06T00:00:00Z,"family film, science fantasy, science fiction film",Hiroyasu Ishida,117,tt8076344,Japan,2018
The Laws of The Universe - Part 1,2018-12-18T00:00:00Z,animated film,Isamu Imakake,,tt9094782,Japan,2018
Pokémon the Movie: The Power of Us,2018-07-13T00:00:00Z,family film,Tetsuo Yajima,100,tt8108230,Japan,2018
My Hero Academia: Two Heroes,2018-01-01T00:00:00Z,action anime and manga,Kenji Nagasaki,97,tt7745068,Japan,2018
Dragon Ball Super: Broly,2019-01-23T00:00:00Z,"action film, anime film",Tatsuya Nagamine,100,tt7961060,Japan,2019
"Modest Heroes: Ponoc Short Films Theatre, Volume 1",2019-01-10T00:00:00Z,"adventure film, anthology film, family film, fantasy film","Akihiko Yamashita, Hiromasa Yonebayashi, Yoshiyuki Momose",54,tt8223844,Japan,2019
Weathering with You,2019-11-29T00:00:00Z,"anime film, fantasy film, supernatural anime",Makoto Shinkai,112,tt9426210,Japan,2019
KonoSuba: God's Blessing on This Wonderful World! Legend of Crimson,2019-11-12T00:00:00Z,"adventure film, comedy film, ecchi, isekai",Takaomi Kanasaki,90,tt9239552,Japan,2019
Promare,2019-10-24T00:00:00Z,science fiction film,Hiroyuki Imaishi,111,tt9116358,Japan,2019
I Want to Eat Your Pancreas,2019-04-12T00:00:00Z,drama film,Shinichiro Ushijima,108,tt7236034,Japan,2019
One Piece: Stampede,2019-11-28T00:00:00Z,"action film, adventure film, anime film, fantasy film",Takashi Ōtsuka,101,tt9430698,Japan,2019
Penguin Highway,2019-04-12T00:00:00Z,"family film, science fantasy, science fiction film",Hiroyasu Ishida,117,tt8076344,Japan,2019
My Hero Academia: Two Heroes,2019-03-26T00:00:00Z,"action anime and manga, superhero film",Kenji Nagasaki,97,tt7745068,Japan,2019
Blackfox,2019-10-05T00:00:00Z,science fiction anime,,90,tt8816016,Japan,2019
Detective Conan: Zero the Enforcer,2019-06-25T00:00:00Z,crime film,Yuzuru Tachikawa,115,tt7880466,Japan,2019
Maquia: When the Promised Flower Blooms,2019-05-16T00:00:00Z,war film,Mari Okada,115,tt7339826,Japan,2019
Liz and the Blue Bird,2019-04-17T00:00:00Z,"coming-of-age anime and manga, coming-of-age film, drama film, slice of life anime and manga",Naoko Yamada,90,tt7089878,Japan,2019
Joker,2019-08-31T00:00:00Z,"crime film, drama film, psychological thriller film, thriller film",Todd Phillips,122,tt7286456,United States,2019
Mobile Suit Gundam Narrative,2019-02-19T00:00:00Z,,,,tt9497146,Japan,2019
Detective Conan: The Fist of Blue Sapphire,2019-04-12T00:00:00Z,crime film,Chika Nagaoka,,tt9501310,Japan,2019
Crayon Shin-chan: Honeymoon Hurricane ~The Lost Hiroshi~,2019-01-01T00:00:00Z,,Masakazu Hashimoto,100,tt10208548,Japan,2019
Fate/stay night: Heaven's Feel II. lost butterfly,2019-01-01T00:00:00Z,fantasy film,Tomonori Sudō,117,tt8091892,Japan,2019
Gigantic,2020-01-01T00:00:00Z,"adventure film, drama fiction, family film, fantasy, musical, musical film",Nathan Greno,,,United States,2020
Levitating,2020-08-13T00:00:00Z,"electro-disco, nu-disco",Warren Fu,,,,2020
Nope Nope Nurses,2020-04-17T00:00:00Z,"eroge, pornographic film, visual novel",,,,Japan,2020
Philip,2020-09-02T00:00:00Z,"lo-fi music, rapping",,,,,2020
Jintai no Survival!,2020-07-31T00:00:00Z,,Mitsuru Nasukawa,,,Japan,2020
Al Farah (Ya Bakhta Biya),2020-12-14T00:00:00Z,"Latin pop, contemporary R&B, dance-pop, pop music","Ahmed El Gendy, Wael Farag",3,,United States,2020
Given,2020-08-22T00:00:00Z,"drama anime and manga, musical film, romance anime and manga",Hikaru Yamaguchi,59,tt11802992,Japan,2020
Das Leben ist kein Kindergarten,2020-01-01T00:00:00Z,"comedy film, drama film","Esther Gronenborn, Katja Benrath",89,tt11594108,Germany,2020
Small Axe,2020-11-15T00:00:00Z,"anthology series, drama television series",Steve McQueen,,tt3464896,United Kingdom,2020
Life Goes On,2020-11-20T00:00:00Z,"alternative hip-hop, synth-pop",,207,tt13485338,,2020
Is It Wrong to Try to Pick Up Girls in a Dungeon? II OVA,2020-01-29T00:00:00Z,"comedy anime and manga, ecchi, fantasy anime and manga",Hideki Tachibana,,,Japan,2020
FripSide infinite video clips 2009-2020,2020-04-01T00:00:00Z,J-pop,,,,Japan,2020
Privilegi raro,2020-01-01T00:00:00Z,,,,,Spain,2020
Good Grades,2020-01-01T00:00:00Z,,,,,,2020
Q116122299,2020-01-01T00:00:00Z,"adventure film, biographical film, family film",,,tt21212028,United States,2020
Pilot,2020-05-18T00:00:00Z,,Glen Winter,,tt9028324,United States,2020
On,2020-02-21T00:00:00Z,K-pop,,,,South Korea,2020
Ameno dorime,2020-01-04T00:00:00Z,,kyOresu,,,Spain,2020
Ya Lil,2020-07-19T00:00:00Z,"contemporary R&B, pop music, sentimental ballad, soul","Ahmed El Gendy, Wael Farag",2,,United States,2020
Plandemic,2020-05-01T00:00:00Z,propaganda film,Mikki Willis,,tt12745644,United States,2020
Day One,2020-12-11T00:00:00Z,,,,tt8633424,,2020
La Bebesita Bebelin (Lean),2020-09-27T00:00:00Z,"Latin hip-hop, pop rap",kyOresu,,,Spain,2020
Aggretsuko: The Short-Timer Strikes Back,2020-07-27T00:00:00Z,puzzle video game,,,,Japan,2020
Kohakuiro no Hunter,2020-07-31T00:00:00Z,"hentai, visual novel",,,,Japan,2020
Emotion unites us,2020-03-11T00:00:00Z,,,,,Peru,2020
Renault Kwid Outsider: Caverna do Dragão,2020-05-01T00:00:00Z,,,,,,2020
The Sister,2020-01-01T00:00:00Z,,,,tt10642480,United Kingdom,2020
Estate,2020-07-15T00:00:00Z,,,,,Italy,2020
Contigo Bro,2020-04-28T00:00:00Z,,kyOresu,,,Spain,2020
Seishun no Uma,2020-04-19T00:00:00Z,,,,,Japan,2020
The Father's House,2020-01-24T00:00:00Z,contemporary worship music,,,,,2020
Burn the Witch,2020-10-02T00:00:00Z,,,,,Japan,2020
Новая сила киски,2020-03-06T00:00:00Z,pop music,,170,,,2020
Vanille,2020-01-01T00:00:00Z,"adventure film, comedy film, family film",,31,tt12987558,France,2020
Santa Kyoresu's Christmas Rap,2020-12-24T00:00:00Z,"Christmas music, novelty music",kyOresu,,,Spain,2020
Cotton Candy Ei-Ei-Oh!,2020-09-21T00:00:00Z,J-pop,,274,,Japan,2020
Virtual (By Adys),2020-07-06T00:00:00Z,"alternative music, rock music",kyOresu,,,Spain,2020
Honour,2020-09-28T00:00:00Z,docudrama,,,tt10535076,United Kingdom,2020
Your Cum Won't Last,2020-09-12T00:00:00Z,,OblivionFall After Dark,,,,2020
Basta,2020-11-01T00:00:00Z,,,,,,2020
"Kamen Rider Zi-O Next Time: Geiz, Majesty",2020-01-01T00:00:00Z,,,64,tt10863950,Japan,2020
BOCA,2020-08-17T00:00:00Z,"electronic music, rock music",,,,South Korea,2020
Grisaia: Phantom Trigger the Animation Stargazer,2020-11-27T00:00:00Z,,,,,Japan,2020
Anaconda,2020-07-08T00:00:00Z,,,,tt10772120,United States,2020
Bōkyaku Battery,2020-10-11T00:00:00Z,,,,tt19359634,Japan,2020
"First, the Weather Changed",2020-05-17T00:00:00Z,science fiction television program,James Hawes,52,tt6900132,United States,2020
Här och nu för framtiden,2020-11-01T00:00:00Z,,,,,Sweden,2020
Angels Ain't Listening,2020-05-29T00:00:00Z,,Jay Vasquez,,tt13634354,,2020
The Turncoat,2020-01-01T00:00:00Z,drama film,Florian Gallenberger,,tt5917226,Germany,2020
Weathering with You,2020-01-16T00:00:00Z,"fantasy film, supernatural anime",Makoto Shinkai,112,tt9426210,Japan,2020
Digimon Adventure: Last Evolution Kizuna,2020-09-29T00:00:00Z,"action film, anime film, fantasy film",Tomohisa Taguchi,94,tt9507234,Japan,2020
KonoSuba: God's Blessing on This Wonderful World! Legend of Crimson,2020-03-04T00:00:00Z,"adventure film, ecchi, isekai",Takaomi Kanasaki,90,tt9239552,Japan,2020
Pokémon the Movie: Secrets of the Jungle,2021-09-10T00:00:00Z,"action anime, adventure anime, drama anime, family film, fantasy anime, gag anime, science fiction anime, thriller anime",Tetsuo Yajima,100,tt11819890,Japan,2021
Belle,2021-07-16T00:00:00Z,"adventure film, drama film, science fiction film",Mamoru Hosoda,122,tt13651628,Japan,2021
On-Gaku: Our Sound,2021-06-19T00:00:00Z,animated film,,71,tt10487722,Japan,2021
Alice Gear Aegis: Doki! Actress Darake no Mermaid Grand Prix,2021-09-15T00:00:00Z,,,,,Japan,2021
Disarming Time: A Modern Piano Concerto,2021-01-01T00:00:00Z,,,,,United States,2021
Battle Marvelians,2021-01-14T00:00:00Z,,,,,South Korea,2021
Q105882762,2021-02-22T00:00:00Z,,,,,Czech Republic,2021
From Up on Poppy Hill,2021-12-17T00:00:00Z,"coming-of-age film, drama film, romance film",Gorō Miyazaki,91,tt1798188,Japan,2021
Earwig and the Witch,2021-01-27T00:00:00Z,fantasy anime and manga,Gorō Miyazaki,82,tt12441478,Japan,2021
Demon Slayer: Kimetsu no Yaiba the Movie: Mugen Train,2021-05-19T00:00:00Z,"action film, anime film, dark fantasy",Haruo Sotozaki,117,tt11032374,Japan,2021
Digimon Adventure: Last Evolution Kizuna,2021-10-21T00:00:00Z,"action film, anime film, fantasy film",Tomohisa Taguchi,94,tt9507234,Japan,2021
After We Ride,2021-08-23T00:00:00Z,,,,,,2021
Hate That...,2021-08-30T00:00:00Z,,,,,,2021
Talk & Talk,2021-09-01T00:00:00Z,,,,,,2021
Evangelion: 3.0+1.0 Thrice Upon a Time,2021-03-08T00:00:00Z,science fiction film,"Hideaki Anno, Katsuichi Nakayama, Kazuya Tsurumaki, Mahiro Maeda",155,tt2458948,Japan,2021
Take a Picture (English Version),2021-12-01T00:00:00Z,,,,,,2021
MONTERO (Call Me By Your Name),2021-03-25T00:00:00Z,"electropop, hip-hop","Lil Nas X, Tanu Muino",,tt14324874,,2021
D-AAA,2021-06-02T00:00:00Z,Thai pop,,,,,2021
Gintama: The Final,2021-01-08T00:00:00Z,"action film, comedy film",Chizuru Miyawaki,104,tt10766468,Japan,2021
Detective Conan: The Scarlet Bullet,2021-04-16T00:00:00Z,"action film, mystery film",Chika Nagaoka,110,tt12093860,Japan,2021
Go! Anpanman: Fluffy Flurry and the Land of Clouds,2021-06-25T00:00:00Z,,,,tt14965490,,2021
Nope Nope Nurses,2021-04-30T00:00:00Z,"eroge, pornographic film, visual novel",,,,Japan,2021
The Feels,2021-10-01T00:00:00Z,,,4,tt15529432,South Korea,2021
Butter,2021-05-21T00:00:00Z,,,,,,2021
A Bunch of Smart Orphans,2021-06-25T00:00:00Z,,James Bobin,,tt12216706,United States,2021
There Is No Line,2021-05-13T00:00:00Z,,Lucia Aniello,,tt14520518,United States,2021
Dreamy Color,2021-05-15T00:00:00Z,J-pop,Higashiichi Atsunori,302,,Japan,2021
Pill Popper Remix,2021-09-19T00:00:00Z,,,,,,2021
Lalisa,2021-09-10T00:00:00Z,,,,,South Korea,2021
Zack Snyder's Justice League,2021-03-18T00:00:00Z,"science fiction action film, superhero film",Zack Snyder,242,tt12361974,United States,2021
You Can't Sit with Us,2021-08-06T00:00:00Z,"thriller, zombie film",,,,,2021
Strawberry Moon,2021-10-19T00:00:00Z,,,,tt28691777,,2021
Healin' Good Pretty Cure the Movie: GoGo! Big Transformation! The Town of Dreams,2021-03-23T00:00:00Z,,,70,tt13385804,Japan,2021
Ischgl-Fieber (Husti Husti Heh!),2021-03-12T00:00:00Z,,,196,,,2021
Butter (Cooler Remix),2021-06-03T00:00:00Z,,,,,,2021
Tout l'univers,2021-03-10T00:00:00Z,,,,,,2021
Solar Power,2021-06-10T00:00:00Z,,,,,,2021
Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkasu Academy,2021-07-30T00:00:00Z,"action anime, adventure anime, gag anime, mystery anime",Wataru Takahashi,104,tt13642590,Japan,2021
The Wall,2021-11-12T00:00:00Z,mandopop,,,,,2021
Words Bubble Up Like Soda Pop,2021-07-22T00:00:00Z,teen film,Kyōhei Ishiguro,87,tt12735338,Japan,2021
Another Great Day!!,2021-04-20T00:00:00Z,,Kazuaki Seki,,,,2021
Pilot,2021-04-11T00:00:00Z,,Glen Winter,,tt9028324,United States,2021
Chandra Paayanna,2021-04-30T00:00:00Z,,Chamil pathirana,,tt15459118,Sri Lanka,2021
Le Reste,2021-04-09T00:00:00Z,chanson,,248,,France,2021
Butter (Hotter Remix),2021-05-28T00:00:00Z,,,,,South Korea,2021
The Motto,2021-11-04T00:00:00Z,,Christian Breslauer,4,tt15847442,United States,2021
The Deer King,2022-06-09T00:00:00Z,"action film, adventure film, drama film, fantasy film",Masayuki Miyaji,113,tt11417856,Japan,2022
Sword Art Online Progressive: Aria of a Starless Night,2022-03-18T00:00:00Z,"action film, adventure film, animated film, science fiction film",Ayako Kawano,97,tt13424422,Japan,2022
Inu-Oh,2022-05-28T00:00:00Z,"fantasy film, film based on a novel, musical film",Masaaki Yuasa,98,tt10540510,Japan,2022
Poupelle of Chimney Town,2022-08-17T00:00:00Z,"adventure anime and manga, adventure film, fantasy anime and manga, fantasy film, steampunk film",Yusuke Hirota,101,tt13276012,Japan,2022
Uru in Blue,2022-01-01T00:00:00Z,"drama anime, science fiction anime and manga",Hiroyuki Yamaga,,tt2789530,Japan,2022
Digimon Adventure: Last Evolution Kizuna,2022-02-24T00:00:00Z,"action film, anime film, fantasy film",Tomohisa Taguchi,94,tt9507234,Japan,2022
Doraemon: Nobita's Little Star Wars 2021,2022-06-16T00:00:00Z,"action anime, adventure anime",Shin Yamaguchi,108,tt13740078,Japan,2022
The Boy and the Heron,2023-10-08T00:00:00Z,"adventure film, drama film, fantasy film",Hayao Miyazaki,124,tt6587046,Japan,2023
That Time I Got Reincarnated as a Slime: The Movie – Scarlet Bond,2023-02-01T00:00:00Z,"adventure film, fantasy film, isekai",Yasuhito Kikuchi,108,tt15467380,Japan,2023
Detective Conan: Black Iron Submarine,2023-07-28T00:00:00Z,adventure film,Yuzuru Tachikawa,110,tt27521477,Japan,2023
Digimon Adventure: Last Evolution Kizuna,2023-04-01T00:00:00Z,"action film, anime film, fantasy film",Tomohisa Taguchi,94,tt9507234,Japan,2023
Gridman Universe,2023-03-24T00:00:00Z,"action anime, adventure anime, science fiction anime",Akira Amemiya,118,tt16418362,Japan,2023
Ghost Cat Anzu,2024-06-14T00:00:00Z,"adventure film, comedy film, drama film, family film, fantasy film",Nobuhiro Yamashita,94,tt28036831,France,2024
